Point Départ,KNN,TWO_OPT,Amélioration (%)
Colomiers,113.37,92.99,17.98
La Bassée,112.15,92.02,17.95
Douai,115.79,95.02,17.94
Croix,112.08,91.99,17.93
Lille,112.11,92.02,17.92
Hellemmes-Lille,112.13,92.03,17.92
Chilly-Mazarin,114.72,94.19,17.9
Ascq,112.03,91.99,17.89
Wasquehal,112.12,92.06,17.89
Champs-Sur-Marne,113.35,93.08,17.88
Oignies,115.8,95.11,17.87
Arcachon,116.69,95.85,17.86
Hem,112.03,92.02,17.86
Évry,114.56,94.12,17.85
Roubaix,112.09,92.09,17.84
Courchelettes,115.74,95.09,17.84
Le Pecq,113.17,93.01,17.82
Bayeux,117.14,96.28,17.81
Tournefeuille,113.22,93.05,17.81
Rosny-sous-Bois,113.64,93.41,17.8
Pérenchies,111.98,92.05,17.8
Sartrouville,113.08,92.97,17.78
Tourcoing,112.13,92.2,17.77
Draveil,114.68,94.3,17.77
Haubourdin,111.92,92.04,17.77
Neuville-en-Ferrain,112.13,92.2,17.77
Courcelles-les-Lens,111.52,91.72,17.76
Les Mureaux,113.69,93.5,17.76
Serris,113.48,93.37,17.72
Marcq-en-Baroeul,112.11,92.24,17.72
Sceaux,113.98,93.82,17.69
Les Lilas,113.88,93.75,17.68
Grenay,112.17,92.34,17.68
Rodez,114.99,94.67,17.68
Montigny-lès-Cormeilles,113.13,93.13,17.67
Toufflers,112.05,92.25,17.67
Bezons,113.31,93.3,17.65
Leers,112.01,92.27,17.62
Sallaumines,111.78,92.1,17.61
Boissy-Saint-Léger,114.77,94.56,17.61
Mont-Saint-Aignan,112.49,92.7,17.59
Les Sables-d’Olonne,116.67,96.18,17.57
Suresnes,112.97,93.14,17.56
Boulogne-sur-Mer,116.21,95.8,17.56
Orsay,113.95,93.97,17.54
Deuil-la-Barre,113.01,93.19,17.54
Fresnes,113.99,94.0,17.53
Palaiseau,113.93,93.96,17.53
Le Portel,116.12,95.8,17.5
Villepinte,114.18,94.2,17.49
Châtenay-Malabry,113.98,94.05,17.48
Le Plessis-Robinson,113.98,94.14,17.41
Eaubonne,113.05,93.37,17.41
Saint-Gratien,113.02,93.36,17.39
La Ville-du-Bois,114.18,94.38,17.34
Avesnes-sur-Helpe,116.08,95.99,17.31
Soisy-sous-Montmorency,113.04,93.52,17.26
Waziers,115.79,95.81,17.25
Armentières,115.59,95.66,17.24
Roissy-en-Brie,113.27,93.75,17.24
Maromme,112.4,93.05,17.21
Magny-le-Hongre,113.43,93.96,17.17
Igny,113.99,94.45,17.15
Lognes,113.29,93.87,17.14
Torcy,113.29,93.89,17.12
Billy-Montigny,112.13,92.94,17.12
Pont-à-Vendin,112.19,92.99,17.11
Limoges,116.02,96.16,17.11
Mons-en-Baroeul,112.15,92.96,17.1
Sainte-Foy-la-Grande,114.66,95.06,17.09
Marquette-lès-Lille,112.13,92.97,17.09
Cugnaux,113.3,93.95,17.08
Ronchin,112.12,92.99,17.06
Méricourt,112.05,92.94,17.05
Villeneuve-Tolosane,113.3,93.99,17.04
Halluin,112.09,92.99,17.04
Ermont,113.55,94.2,17.04
Bully-les-Mines,112.16,93.07,17.02
Le Bourget,112.51,93.36,17.02
Cergy,113.73,94.41,16.99
Wattrelos,112.08,93.06,16.97
Alençon,113.35,94.14,16.94
Domont,113.15,94.02,16.91
Lomme,111.9,92.99,16.9
Angoulême,114.23,94.94,16.89
Loos,111.9,93.0,16.89
Morangis,111.51,92.72,16.85
Saint-Denis,113.08,94.03,16.84
Fâches-Thumesnil,112.05,93.21,16.81
Liévin,112.13,93.28,16.81
Champigny-sur-Marne,111.83,93.06,16.78
Mouvaux,112.06,93.27,16.77
Saint-Aubin-lès-Elbeuf,112.24,93.44,16.75
Cambrai,111.81,93.09,16.74
Paris,111.76,93.06,16.73
Wattignies,114.64,95.48,16.72
Wingles,111.58,92.92,16.72
Montigny-en-Gohelle,111.5,92.89,16.7
Beauzelle,113.21,94.4,16.62
Massy,111.41,92.91,16.61
Flers-lez-Lille,112.03,93.44,16.6
Limeil-Brévannes,112.39,93.74,16.59
Stains,111.85,93.29,16.59
Malakoff,111.53,93.04,16.58
Neuville-lès-Dieppe,113.01,94.28,16.57
La Madeleine,112.11,93.57,16.54
Saint-Étienne-du-Rouvray,112.51,93.9,16.54
Villiers-le-Bel,111.93,93.42,16.53
Pau,113.13,94.48,16.49
Beauchamp,111.78,93.35,16.49
Bondoufle,113.71,94.96,16.48
Saint-Nicolas,111.66,93.26,16.48
Le Mée-sur-Seine,112.87,94.28,16.47
Saint-Herblain,111.97,93.52,16.47
Caudebec-lès-Elbeuf,112.23,93.76,16.45
Bouffémont,111.85,93.46,16.44
Le Vésinet,113.15,94.55,16.44
Arras,111.64,93.3,16.43
Creil,111.96,93.58,16.42
Puteaux,113.09,94.55,16.4
Montereau-faut-Yonne,112.51,94.09,16.37
Vauréal,113.7,95.16,16.31
Fouquières-lès-Lens,111.52,93.33,16.31
Verneuil-sur-Seine,113.64,95.13,16.29
Lens,111.86,93.65,16.28
Saint-Mammès,112.66,94.33,16.27
Poitiers,111.8,93.63,16.25
Châlons-en-Champagne,113.11,94.79,16.2
Châteauroux,114.12,95.65,16.19
Ville-d’Avray,111.46,93.41,16.19
Darnétal,112.55,94.39,16.13
Reims,113.09,94.85,16.13
Bihorel,112.55,94.39,16.13
Le Grand-Quevilly,112.48,94.39,16.09
Viroflay,111.39,93.52,16.05
Yerres,110.84,93.05,16.05
Trappes,110.77,93.0,16.04
Tours,112.12,94.14,16.03
Soissons,111.98,94.04,16.02
Saint-Jean,113.48,95.31,16.02
Élancourt,110.73,93.0,16.01
Montmagny,110.75,93.02,16.01
Grand-Fort-Philippe,112.98,94.91,16.0
Joinville-le-Pont,110.54,92.85,16.0
Neuville-Saint-Rémy,111.84,93.95,15.99
Aucamville,113.49,95.36,15.98
Saint-Alban,113.48,95.35,15.98
Périgueux,115.1,96.72,15.97
Fleury-Mérogis,113.8,95.66,15.93
Plaisir,110.78,93.18,15.89
Villeneuve-la-Garenne,113.11,95.16,15.87
Loison-sous-Lens,112.12,94.32,15.87
Bois-Colombes,113.06,95.12,15.87
Sèvres,111.46,93.82,15.83
Sarcelles,111.18,93.62,15.8
Montigny-le-Bretonneux,110.8,93.31,15.78
Pontoise,111.38,93.8,15.78
Saint-Brice-sous-Forêt,113.37,95.49,15.77
Neauphle-le-Château,110.8,93.34,15.76
Avon,112.87,95.11,15.73
Le Mesnil-le-Roi,113.34,95.51,15.73
Franconville,112.26,94.61,15.72
Athis-Mons,110.76,93.37,15.7
Yvetot,112.36,94.72,15.7
Orly,110.41,93.08,15.69
Maurepas,111.12,93.69,15.69
Ivry-sur-Seine,110.51,93.19,15.67
La Courneuve,110.68,93.35,15.66
Thiais,110.78,93.43,15.66
Ramonville-Saint-Agne,113.37,95.62,15.66
Grigny,110.71,93.4,15.64
Le Chesnay,111.38,93.96,15.64
Bonsecours,112.48,94.91,15.63
Le Mesnil-Esnard,112.49,94.91,15.63
Le Petit-Quevilly,112.49,94.91,15.63
Sotteville-lès-Rouen,112.48,94.91,15.62
Rouen,112.48,94.91,15.62
Toulouse,113.31,95.62,15.61
Aulnay-sous-Bois,110.09,92.93,15.59
Le Port-Marly,113.18,95.53,15.59
Vitry-sur-Seine,110.5,93.28,15.58
Déville-lès-Rouen,112.41,94.91,15.57
Fontenay-aux-Roses,111.52,94.16,15.56
Mareil-Marly,113.16,95.55,15.56
Goussainville,111.45,94.11,15.56
Bourg-la-Reine,110.39,93.22,15.55
Bois-d’Arcy,110.81,93.57,15.55
Andrésy,113.23,95.63,15.55
Voisins-le-Bretonneux,110.03,92.93,15.54
Montaigu,115.97,97.95,15.54
Éragny,113.25,95.66,15.53
Cachan,110.23,93.12,15.53
Rezé,110.37,93.25,15.51
Chevilly-Larue,110.49,93.35,15.51
Carrières-sous-Poissy,113.18,95.63,15.51
Garches,111.47,94.19,15.5
Montesson,113.07,95.54,15.5
Vigneux-sur-Seine,110.76,93.6,15.49
Neuilly-sur-Seine,113.05,95.54,15.49
Fosses,110.89,93.73,15.47
Gagny,109.99,92.97,15.47
Chatou,113.05,95.56,15.47
Choisy-le-Roi,110.78,93.66,15.46
Chaville,111.55,94.3,15.46
Arcueil,110.48,93.41,15.45
Bois-Guillaume,112.44,95.09,15.42
Éleu-dit-Leauwette,111.85,94.6,15.42
Saint-Quentin,113.11,95.68,15.41
Thorigny-sur-Marne,113.38,95.92,15.4
Les Clayes-sous-Bois,111.19,94.06,15.4
Limay,110.06,93.11,15.4
Noisy-le-Sec,110.09,93.14,15.39
Viry-Châtillon,110.46,93.46,15.39
Saint-Ouen,112.95,95.57,15.39
Les Pavillons-sous-Bois,110.06,93.13,15.38
Montévrain,113.39,95.95,15.38
Mantes-la-Jolie,110.03,93.11,15.37
Le Plessis-Bouchard,110.76,93.73,15.37
Montmorency,110.68,93.68,15.36
Esbly,113.52,96.09,15.35
Boulogne-Billancourt,110.18,93.28,15.34
Tinqueux,113.07,95.73,15.34
Bègles,111.01,93.99,15.33
Magnanville,109.94,93.11,15.31
Le Mans,116.43,98.61,15.31
Ézanville,110.79,93.84,15.3
Vaucresson,110.08,93.24,15.3
La Celle-Saint-Cloud,110.08,93.25,15.29
L’Île-Saint-Denis,110.53,93.63,15.29
Versailles,110.08,93.25,15.29
Villenave-d’Ornon,110.97,94.0,15.29
Carrières-sur-Seine,110.56,93.67,15.28
Enghien-les-Bains,110.6,93.71,15.27
Arnouville-lès-Gonesse,111.2,94.23,15.26
Bordeaux,110.89,93.99,15.24
Saint-Leu-la-Forêt,110.77,93.89,15.24
Melun,112.83,95.69,15.19
Villeneuve-Saint-Georges,112.43,95.36,15.18
Le Pré-Saint-Gervais,110.59,93.8,15.18
Le Blanc-Mesnil,110.11,93.4,15.18
Saint-André-les-Vergers,112.19,95.16,15.18
Auchel,111.8,94.83,15.17
La Garenne-Colombes,110.59,93.85,15.14
Épinay-sous-Sénart,109.64,93.07,15.12
Chelles,109.89,93.28,15.12
Boussy-Saint-Antoine,109.63,93.07,15.11
Dieppe,112.99,95.92,15.1
Beauvais,110.42,93.75,15.1
Longueau,110.88,94.14,15.09
Pantin,111.79,94.92,15.09
Vélizy-Villacoublay,111.39,94.59,15.08
Brunoy,110.54,93.88,15.07
Meudon,110.09,93.5,15.07
Saint-Jean-de-Braye,109.88,93.31,15.07
Troyes,112.21,95.31,15.07
Biarritz,111.22,94.48,15.05
Noisiel,113.32,96.3,15.02
Vaires-sur-Marne,113.3,96.3,15.01
Boucau,111.14,94.48,14.99
Dammarie-lè-Lys,112.85,96.02,14.92
Le Plessis-Trévise,111.9,95.22,14.91
Villecresnes,109.69,93.33,14.91
Mandres-les-Roses,109.65,93.33,14.88
Talange,110.18,93.78,14.88
Villeneuve-le-Roi,109.95,93.59,14.88
Jœuf,110.14,93.78,14.85
Combs-la-Ville,109.6,93.34,14.83
Rennes,113.72,96.87,14.82
Nanterre,110.22,93.88,14.82
Fougères,113.79,96.94,14.81
Courtry,110.01,93.74,14.79
Mantes-la-Ville,110.05,93.8,14.77
Amiens,110.78,94.43,14.76
Nantes,110.39,94.1,14.76
Ablon-sur-Seine,110.45,94.19,14.72
Vanves,110.05,93.89,14.69
Eysines,110.79,94.53,14.68
Montrouge,110.26,94.07,14.68
Mérignac,110.8,94.55,14.67
Jouy-le-Moutier,111.26,94.97,14.63
Bondy,112.78,96.3,14.61
Terville,110.28,94.21,14.58
Montargis,112.37,95.99,14.58
Chartres,110.1,94.06,14.57
La Salvetat-Saint-Gilles,113.24,96.75,14.57
Billère,113.1,96.63,14.56
Hagondange,110.22,94.21,14.53
Garges-lès-Gonesse,111.91,95.65,14.53
Nogent-sur-Oise,111.98,95.75,14.5
Les Noës-près-Troyes,112.21,95.94,14.5
La Rochelle,110.04,94.1,14.49
Nevers,109.93,93.99,14.49
Cenon,111.13,95.1,14.42
Stiring-Wendel,109.83,93.99,14.42
Créteil,112.44,96.22,14.42
La Montagne,111.91,95.86,14.35
Angers,110.37,94.54,14.34
Montluçon,112.08,96.05,14.3
Gradignan,110.95,95.1,14.28
Talence,110.94,95.1,14.27
Floirac,110.98,95.14,14.27
Lormont,110.9,95.1,14.25
Vitry-le-François,112.74,96.69,14.24
Saint-Maurice,112.44,96.44,14.23
Liancourt,112.07,96.12,14.23
Le Bouscat,110.85,95.1,14.21
Dinan,108.79,93.34,14.2
Groslay,111.86,95.97,14.2
Pessac,110.91,95.19,14.17
Fontenay-sous-Bois,110.05,94.45,14.17
Courbevoic,110.66,94.98,14.17
Saint-Sébastien-sur-Loire,110.36,94.73,14.16
Carbon-Blanc,110.88,95.19,14.15
Clermont-Ferrand,108.83,93.47,14.12
Saint-Cloud,110.18,94.63,14.12
Beaumont,108.78,93.47,14.08
Colombes,110.67,95.09,14.07
Évreux,110.26,94.75,14.06
Ormesson-sur-Marne,111.86,96.15,14.05
Noisy-le-Grand,107.13,92.08,14.05
Bellevue,111.76,96.09,14.02
Sannois,110.63,95.13,14.01
Fontenay-le-Fleury,110.84,95.38,13.95
Auray,108.89,93.79,13.87
Vannes,108.88,93.79,13.86
Avranches,109.27,94.13,13.85
Octeville,109.23,94.12,13.83
Lucé,110.05,94.87,13.79
Saint-Ouen-l’Aumône,111.39,96.08,13.74
L’Haÿ-les-Roses,111.66,96.34,13.72
Chamalières,108.83,93.9,13.72
Ris-Orangis,110.72,95.52,13.72
Argenteuil,110.77,95.61,13.69
Villemomble,109.9,94.87,13.68
Saint-Max,109.12,94.21,13.67
Vandœuvre-lès-Nancy,109.12,94.23,13.65
Vaujours,110.07,95.04,13.65
Cherbourg,109.26,94.36,13.64
Nancy,109.12,94.23,13.64
Clermont,111.08,95.94,13.63
Luisant,110.07,95.09,13.6
Bry-sur-Marne,109.85,94.96,13.56
Valenton,110.09,95.18,13.54
Crosne,110.11,95.21,13.53
Gournay-sur-Marne,109.96,95.11,13.51
Clamart,110.06,95.2,13.5
Nogent-sur-Marne,110.07,95.22,13.49
La Verrière,111.13,96.13,13.49
Neuilly-Plaisance,107.18,92.76,13.46
Montgeron,110.08,95.27,13.46
Croissy-sur-Seine,110.23,95.42,13.44
Vincennes,109.78,95.05,13.41
Livry-Gargan,107.18,92.89,13.33
Laval,109.43,94.85,13.33
Charenton-le-Pont,110.55,95.86,13.29
Maisons-Alfort,110.52,95.85,13.27
Bussy-Saint-Georges,107.0,92.8,13.27
Brest,109.17,94.72,13.23
Moulins,111.96,97.16,13.22
Port-Louis,109.2,94.77,13.21
Le Perreux-Sur-Marne,107.17,93.03,13.2
Saint-Maur-des-Fossés,107.0,92.89,13.18
Jarville-la-Malgrange,109.1,94.72,13.18
Saint-Brieuc,109.1,94.72,13.18
Béthune,111.63,96.93,13.17
Le Kremlin-Bicêtre,110.52,95.98,13.16
Le Ban-Saint-Martin,108.48,94.21,13.15
Juvisy-sur-Orge,111.02,96.44,13.14
Savigny-sur-Orge,110.93,96.35,13.14
Metz,108.48,94.24,13.13
Romainville,110.08,95.63,13.13
Quincy-sous-Sénart,109.63,95.26,13.1
Anglet,111.2,96.63,13.1
Bayonne,111.18,96.63,13.09
Saint-Cyr-l’École,110.06,95.66,13.08
Gentilly,110.54,96.08,13.07
Bonneuil-sur-Marne,110.5,96.07,13.06
Pierrefitte-sur-Seine,110.72,96.36,12.97
Paimbœuf,108.7,94.61,12.96
Guyancourt,110.86,96.5,12.95
Drancy,110.1,95.87,12.93
Crégy-lès-Meaux,106.77,92.99,12.91
Clichy-sous-Bois,107.24,93.4,12.91
Bobigny,110.12,95.93,12.89
Dugny,110.7,96.47,12.86
Hendaye,110.87,96.63,12.85
Bagneux,110.4,96.29,12.78
Neuves-Maisons,108.97,95.08,12.74
Aubervilliers,109.84,96.0,12.61
Rueil-Malmaison,110.22,96.41,12.54
Cesson,110.9,97.02,12.52
Savigny-le-Temple,110.9,97.02,12.52
Lorient,109.2,95.52,12.52
Le Relecq-Kerhuon,109.15,95.49,12.51
Levallois-Perret,110.66,96.85,12.48
Neuilly-sur-Marne,107.13,93.84,12.41
Clichy,110.53,96.86,12.37
Sevran,110.1,96.52,12.33
Grigny_2,104.57,91.8,12.21
Le Raincy,107.23,94.15,12.2
Bougival,110.23,96.8,12.18
Montbéliard,106.74,93.74,12.18
Essey-lès-Nancy,109.12,95.85,12.16
Maxéville,109.09,95.85,12.14
Saint-Nazaire,108.7,95.52,12.13
Rive-de-Gier,104.6,92.01,12.04
Issy-les-Moulineaux,110.06,96.81,12.04
Villerupt,108.66,95.6,12.02
Tomblaine,109.13,96.04,11.99
Montigny-lès-Metz,108.46,95.47,11.98
Longwy,108.6,95.6,11.97
Heillecourt,109.05,96.04,11.93
Vénissieux,105.11,92.66,11.84
Villers-lès-Nancy,109.11,96.31,11.73
Charleville-Mézières,110.64,97.69,11.7
Belfort,106.91,94.46,11.65
Saint-Priest-en-Jarez,105.12,92.97,11.56
Sochaux,106.76,94.46,11.52
Chenôve,105.16,93.07,11.49
Talant,105.15,93.07,11.48
Audincourt,106.69,94.46,11.47
Vichy,105.63,93.52,11.47
Saint-Priest,104.51,92.66,11.34
Chalon-sur-Saône,104.92,93.07,11.29
Besançon,105.57,93.75,11.19
Vesoul,105.76,94.34,10.8
Guingamp,108.21,96.6,10.73
Valence,103.76,92.79,10.58
Nilvange,108.78,97.38,10.48
Longeville-lès-Metz,108.47,97.17,10.42
Saint-Fons,105.16,94.38,10.25
Meaux,106.76,96.11,9.97
Saint-Étienne,105.11,94.75,9.86
Terrenoire,105.02,94.75,9.78
Villefranche-sur-Saône,104.74,94.52,9.75
Lons-le-Saunier,104.98,94.76,9.73
Roanne,104.2,94.12,9.67
Dijon,105.15,95.03,9.62
Firminy,104.98,94.98,9.53
Fontaine-lès-Dijon,105.14,95.2,9.45
Bourg-en-Bresse,104.42,95.2,8.83
