Point Départ,KNN,TWO_OPT,Amélioration (%)
Beauvais,117.35,93.96,19.94
Ablon-sur-Seine,117.34,93.96,19.93
Loison-sous-Lens,117.34,93.96,19.93
Bouffémont,117.34,93.96,19.93
Loos,117.34,93.96,19.93
Taverny,117.34,93.96,19.93
Éleu-dit-Leauwette,117.34,93.96,19.93
Auray,117.34,93.96,19.93
Bois-d’Arcy,117.34,93.96,19.93
Saint-Genis-Laval,117.34,93.96,19.93
Saint-Max,119.68,95.84,19.92
Nîmes,118.25,94.7,19.91
Cambrai,116.54,93.34,19.91
Bellevue,116.54,93.34,19.91
Les Lilas,116.54,93.34,19.91
Le Havre,118.25,94.7,19.91
Bussy-Saint-Georges,116.54,93.34,19.91
Guingamp,116.54,93.34,19.91
Drancy,116.54,93.34,19.91
Fontenay-aux-Roses,116.5,93.31,19.9
Barby,116.5,93.31,19.9
Ville-d’Avray,116.5,93.31,19.9
La Tour-du-Pin,118.67,95.08,19.88
Cagnes-sur-Mer,118.67,95.08,19.88
Garches,118.69,95.11,19.86
Voisins-le-Bretonneux,118.62,95.08,19.85
Auchel,118.73,95.19,19.83
Terrenoire,118.73,95.19,19.83
Limay,117.97,94.59,19.82
Châteauroux,117.34,94.18,19.74
Avon,117.34,94.18,19.74
Bondoufle,117.76,94.53,19.73
Vesoul,117.76,94.53,19.73
Le Plessis-Trévise,117.66,94.46,19.72
Ermont,117.66,94.46,19.72
Talange,116.23,93.34,19.7
Ris-Orangis,116.23,93.34,19.7
Laval,116.23,93.34,19.7
Sainte-Foy-la-Grande,116.23,93.34,19.7
Antony,116.23,93.34,19.7
Carbon-Blanc,118.06,94.87,19.64
Alfortville,118.06,94.87,19.64
Saint-Maurice,118.23,95.02,19.63
Issy-les-Moulineaux,118.23,95.02,19.63
Metz,117.89,94.82,19.57
Fontenay-sous-Bois,118.3,95.16,19.56
Castanet-Tolosan,116.98,94.11,19.55
Magny-le-Hongre,116.98,94.11,19.55
Goussainville,116.94,94.1,19.54
Bischheim,116.94,94.1,19.54
Menucourt,116.94,94.1,19.54
Villeneuve-Tolosane,116.94,94.1,19.54
Caen,116.94,94.1,19.54
Nancy,117.77,94.84,19.47
Stiring-Wendel,117.61,94.73,19.45
Verneuil-sur-Seine,117.61,94.73,19.45
Aniche,117.4,94.59,19.43
Boucau,117.83,94.95,19.42
Mulhouse,117.97,95.06,19.42
Cenon,117.97,95.06,19.42
Floirac,117.56,94.74,19.41
Le Petit-Quevilly,117.56,94.74,19.41
Villepinte,117.56,94.74,19.41
Mouvaux,114.95,92.65,19.4
Montévrain,114.95,92.65,19.4
La Mulatière,114.95,92.65,19.4
Suresnes,114.95,92.65,19.4
Les Noës-près-Troyes,114.95,92.65,19.4
Meylan,114.95,92.65,19.4
Plaisir,114.95,92.65,19.4
Toulouse,114.95,92.65,19.4
Saint-André-les-Vergers,114.95,92.65,19.4
Montgeron,114.95,92.65,19.4
Les Mureaux,117.82,94.97,19.39
Chambéry,117.77,94.99,19.34
Le Pontet,117.77,94.99,19.34
Savigny-le-Temple,117.77,94.99,19.34
Clermont-Ferrand,117.77,94.99,19.34
Le Bourget,117.77,94.99,19.34
Pfastatt,117.77,94.99,19.34
Neuilly-sur-Marne,117.77,94.99,19.34
Melun,116.83,94.28,19.3
Bois-Guillaume,116.84,94.3,19.29
Dijon,116.84,94.3,19.29
Saint-Jean-de-Braye,116.84,94.3,19.29
Anglet,116.84,94.3,19.29
Ronchin,116.83,94.3,19.28
Livry-Gargan,116.83,94.3,19.28
Rouelles,118.49,95.8,19.15
Mérignac,114.88,92.94,19.1
Neuville-en-Ferrain,114.88,92.94,19.1
Saint-Gratien,114.88,92.94,19.1
Jarville-la-Malgrange,114.88,92.94,19.1
Cran-Gévrier,117.81,95.31,19.1
Avesnes-sur-Helpe,114.88,92.94,19.1
Essey-lès-Nancy,114.88,92.94,19.1
Lognes,116.5,94.28,19.07
Saint-Leu-la-Forêt,116.5,94.28,19.07
Firminy,116.5,94.28,19.07
Hœnheim,117.81,95.34,19.07
Cognin,116.5,94.28,19.07
Tarbes,117.78,95.34,19.05
Bagnolet,117.78,95.34,19.05
Neuves-Maisons,117.78,95.34,19.05
Sevran,117.78,95.34,19.05
Villiers-sur-Orge,117.78,95.34,19.05
Beaumont,117.14,94.87,19.01
Marquette-lès-Lille,117.14,94.87,19.01
Gennevilliers,117.14,94.87,19.01
La Courneuve,117.14,94.87,19.01
Saint-Quentin,117.31,95.03,18.99
Fâches-Thumesnil,117.31,95.03,18.99
Tomblaine,117.31,95.03,18.99
Talence,117.31,95.03,18.99
Riedisheim,114.94,93.2,18.92
Vandœuvre-lès-Nancy,114.94,93.2,18.92
L’Union,114.94,93.2,18.92
Biarritz,114.94,93.2,18.92
Lys-lès-Lannoy,114.94,93.2,18.92
Viry-Châtillon,116.81,94.74,18.89
Bonsecours,116.81,94.74,18.89
Chennevières-sur-Marne,117.49,95.33,18.86
Jœuf,117.49,95.33,18.86
Nice,117.49,95.33,18.86
Pierrefitte-sur-Seine,114.89,93.27,18.82
Perpignan,114.89,93.27,18.82
Wingles,114.89,93.27,18.82
Alençon,114.89,93.27,18.82
Enghien-les-Bains,114.89,93.27,18.82
Créteil,114.89,93.27,18.82
Chilly-Mazarin,114.89,93.27,18.82
Pontoise,114.89,93.27,18.82
Roubaix,116.83,94.91,18.76
Avranches,116.83,94.91,18.76
Le Mesnil-Esnard,116.83,94.91,18.76
Ferney-Voltaire,116.82,94.91,18.75
Vallauris,116.82,94.91,18.75
Aulnay-sous-Bois,116.82,94.91,18.75
Périgueux,116.82,94.91,18.75
Waziers,116.82,94.91,18.75
Bron,114.48,93.03,18.74
Outreau,114.48,93.03,18.74
Éragny,114.48,93.03,18.74
Lons-le-Saunier,114.48,93.03,18.74
Lormont,114.48,93.03,18.74
Rouen,114.48,93.03,18.74
Clamart,114.48,93.03,18.74
La Ville-du-Bois,114.48,93.03,18.74
Montargis,114.48,93.03,18.74
Eysines,114.71,93.26,18.7
Juvisy-sur-Orge,114.71,93.26,18.7
Boissy-Saint-Léger,114.71,93.26,18.7
Le Cannet,114.71,93.26,18.7
Arnouville-lès-Gonesse,114.71,93.26,18.7
Neuilly-Plaisance,117.67,95.74,18.64
Viroflay,116.54,94.85,18.61
Montesson,116.54,94.85,18.61
Esbly,116.54,94.85,18.61
Sarcelles,116.6,94.93,18.59
Carrières-sous-Poissy,116.6,94.93,18.59
Dammarie-lè-Lys,116.6,94.93,18.59
Charenton-le-Pont,116.6,94.93,18.59
Quincy-sous-Sénart,116.49,94.85,18.58
Mont-Saint-Aignan,112.87,91.91,18.58
Montmagny,116.59,94.93,18.58
Meaux,112.87,91.91,18.58
Croissy-sur-Seine,112.87,91.91,18.58
Soissons,116.49,94.85,18.58
Le Plessis-Bouchard,116.49,94.85,18.58
Chanteloup-les-Vignes,116.49,94.85,18.58
Annemasse,116.49,94.85,18.58
Tourcoing,116.49,94.85,18.58
Colomiers,112.87,91.91,18.58
Villeneuve-le-Roi,116.59,94.93,18.58
Fresnes,116.59,94.93,18.58
Vaucresson,116.68,95.01,18.57
Luisant,116.68,95.01,18.57
Courchelettes,118.19,96.29,18.53
Fosses,117.94,96.13,18.49
Eybens,114.45,93.34,18.44
Malakoff,114.45,93.34,18.44
Beaumont-sur-Oise,114.45,93.34,18.44
Francheville,114.45,93.34,18.44
Villeneuve-la-Garenne,114.45,93.34,18.44
Sotteville-lès-Rouen,114.45,93.34,18.44
La Verrière,116.19,94.84,18.37
Longeville-lès-Metz,116.19,94.84,18.37
Valras-Plage,116.19,94.84,18.37
Les Sables-d’Olonne,116.19,94.84,18.37
Angoulême,116.19,94.84,18.37
Nilvange,116.2,94.87,18.35
Clichy-sous-Bois,116.2,94.87,18.35
Crosne,116.2,94.87,18.35
L’Haÿ-les-Roses,116.2,94.87,18.35
Saint-Égrève,116.2,94.87,18.35
Lyon,116.2,94.87,18.35
Rillieux-la-Pape,116.2,94.87,18.35
Gradignan,114.84,93.82,18.31
Nogent-sur-Marne,114.84,93.82,18.31
Dugny,114.84,93.82,18.31
Denain,114.84,93.82,18.31
Le Pecq,114.84,93.82,18.31
Hagondange,114.84,93.82,18.31
Chatou,118.62,96.92,18.29
Troyes,117.56,96.09,18.26
Mons-en-Baroeul,117.56,96.09,18.26
Les Pavillons-sous-Bois,117.56,96.09,18.26
Agen,117.56,96.09,18.26
Annecy,117.56,96.09,18.26
La Garenne-Colombes,117.56,96.09,18.26
Le Mans,114.89,93.99,18.19
Jacob-Bellecombette,114.89,93.99,18.19
Cappelle-la-Grande,114.89,93.99,18.19
Rezé,114.89,93.99,18.19
Brest,114.89,93.99,18.19
Bagneux,114.89,93.99,18.19
Coudekerque-Branche,114.89,93.99,18.19
Vaujours,114.89,93.99,18.19
Alès,112.31,91.89,18.18
Tournefeuille,117.8,96.38,18.18
Nogent-sur-Oise,112.31,91.89,18.18
Montigny-lès-Metz,117.8,96.38,18.18
Épinay-sur-Seine,112.31,91.89,18.18
Cormeilles-en-Parisis,112.31,91.89,18.18
L’Arbresle,112.31,91.89,18.18
Mareil-Marly,112.31,91.89,18.18
Châlons-en-Champagne,112.31,91.89,18.18
Courcelles-les-Lens,112.31,91.89,18.18
Courcouronnes,118.24,96.77,18.16
Lens,117.81,96.42,18.15
Villers-lès-Nancy,117.81,96.42,18.15
Ville-la-Grand,117.77,96.41,18.13
Maubeuge,117.77,96.41,18.13
Meythet,117.77,96.41,18.13
Cergy,116.86,95.68,18.12
Carnoux-en-Provence,117.94,96.63,18.07
Houilles,117.94,96.63,18.07
Montreuil,116.8,95.76,18.02
Caluire-et-Cuire,116.8,95.76,18.02
Sallaumines,116.8,95.76,18.02
Le Crès,116.8,95.76,18.02
Gaillard,116.8,95.76,18.02
Le Pré-Saint-Gervais,112.83,92.52,18.0
Valence,112.83,92.52,18.0
Bihorel,116.84,95.81,18.0
Blagnac,112.83,92.52,18.0
Chenôve,116.91,95.87,18.0
Châtenay-Malabry,116.84,95.81,18.0
Noyelles-sous-Lens,116.84,95.81,18.0
Talant,112.83,92.52,18.0
Saint-Pol-sur-Mer,112.83,92.52,18.0
Mantes-la-Ville,116.91,95.87,18.0
Oignies,116.91,95.87,18.0
Villiers-sur-Marne,112.83,92.52,18.0
Guyancourt,112.83,92.52,18.0
Boulogne-Billancourt,112.83,92.52,18.0
Verrières-le-Buisson,116.91,95.87,18.0
Paris,112.83,92.52,18.0
Massy,118.08,96.83,17.99
Saint-Sébastien-sur-Loire,118.07,96.83,17.99
Kingersheim,113.35,93.0,17.95
Le Ban-Saint-Martin,113.35,93.0,17.95
Fleury-Mérogis,113.35,93.0,17.95
Saint-Denis,113.35,93.0,17.95
Villeurbanne,116.77,95.81,17.95
Villeparisis,113.35,93.0,17.95
Saint-André-de-la-Roche,116.77,95.81,17.95
Longwy,113.35,93.0,17.95
Le Vésinet,113.35,93.0,17.95
Marly-le-Roi,116.77,95.81,17.95
Saint-Alban,113.35,93.0,17.95
Arpajon,113.35,93.0,17.95
Roissy-en-Brie,116.77,95.81,17.95
Montpellier,113.35,93.0,17.95
Écully,113.35,93.0,17.95
Cap-d’Ail,113.35,93.0,17.95
Chevilly-Larue,113.35,93.0,17.95
Joinville-le-Pont,116.38,95.52,17.92
Strasbourg,116.38,95.52,17.92
Ézanville,116.38,95.52,17.92
Cesson,116.38,95.52,17.92
Sainte-Geneviève-des-Bois,116.38,95.52,17.92
Neuilly-sur-Seine,114.84,94.28,17.91
Cugnaux,114.84,94.28,17.91
Hendaye,114.84,94.28,17.91
Nanterre,114.84,94.28,17.91
Igny,114.84,94.28,17.91
Saint-Jean,114.84,94.28,17.91
Fort-Mardyck,114.84,94.28,17.91
Jacou,114.84,94.28,17.91
Beauchamp,116.18,95.39,17.89
Poitiers,116.18,95.39,17.89
Dunkerque,116.18,95.39,17.89
Longueau,116.18,95.39,17.89
Saint-Maur-des-Fossés,116.18,95.39,17.89
Gournay-sur-Marne,116.18,95.39,17.89
Hérouville-Saint-Clair,116.18,95.39,17.89
Wasquehal,116.18,95.39,17.89
Aix-les-Bains,116.18,95.39,17.89
Saint-Priest-en-Jarez,116.18,95.39,17.89
Crégy-lès-Meaux,116.18,95.39,17.89
Aubervilliers,116.31,95.52,17.87
Argenteuil,116.31,95.52,17.87
Saint-Germain-lès-Corbeil,117.78,96.73,17.87
Le Relecq-Kerhuon,116.31,95.52,17.87
Bruay-sur-l’Escaut,116.31,95.52,17.87
Châtillon,116.31,95.52,17.87
Saint-Genis-Pouilly,116.31,95.52,17.87
La Rochelle,116.31,95.52,17.87
Boulogne-sur-Mer,116.31,95.52,17.87
Fontaine,117.78,96.73,17.87
Montluçon,116.31,95.52,17.87
Saint-Fons,117.78,96.73,17.87
Armentières,115.92,95.31,17.79
Le Chesnay,115.92,95.31,17.79
Fouquières-lès-Lens,115.92,95.31,17.79
Rive-de-Gier,115.92,95.31,17.79
Villefontaine,115.92,95.31,17.79
Magnanville,115.92,95.31,17.79
Franconville,118.35,97.39,17.71
Sucy-en-Brie,118.35,97.39,17.71
Longjumeau,114.62,94.38,17.66
Pérenchies,114.62,94.38,17.66
Bondy,114.62,94.38,17.66
Sartrouville,114.62,94.38,17.66
Levallois-Perret,114.62,94.38,17.66
Aucamville,114.47,94.38,17.55
Schiltigheim,114.47,94.38,17.55
Sèvres,114.47,94.38,17.55
Villenave-d’Ornon,112.86,93.05,17.55
Grenoble,112.86,93.05,17.55
Conflans-Sainte-Honorine,114.47,94.38,17.55
Saint-Germain-lès-Arpajon,112.86,93.05,17.55
Dinan,112.86,93.05,17.55
Lomme,112.86,93.05,17.55
Clermont,112.86,93.05,17.55
Mantes-la-Jolie,112.86,93.05,17.55
Valenciennes,114.47,94.38,17.55
Montbéliard,114.47,94.38,17.55
Poissy,112.86,93.05,17.55
Montlhéry,112.86,93.05,17.55
Ascq,114.47,94.38,17.55
Oberhausbergen,112.86,93.05,17.55
Montmorency,114.4,94.38,17.5
Rueil-Malmaison,114.4,94.38,17.5
Sainte-Foy-lès-Lyon,114.4,94.38,17.5
Saint-Priest,114.4,94.38,17.5
Illzach,114.4,94.38,17.5
Soisy-sous-Montmorency,114.4,94.38,17.5
Groslay,114.4,94.38,17.5
Halluin,114.4,94.38,17.5
Le Blanc-Mesnil,114.4,94.38,17.5
La Seyne-sur-Mer,114.4,94.38,17.5
Arcueil,114.4,94.38,17.5
Fougères,114.4,94.38,17.5
Eaubonne,113.28,93.75,17.24
Neuville-Saint-Rémy,116.41,96.57,17.04
Vitry-sur-Seine,116.41,96.57,17.04
Craponne,116.41,96.57,17.04
Saint-Laurent-du-Var,116.41,96.57,17.04
Angers,116.41,96.57,17.04
Évry,116.41,96.57,17.04
Morsang-sur-Orge,112.63,93.47,17.01
Huningue,112.63,93.47,17.01
Serris,112.63,93.47,17.01
Nantes,112.63,93.47,17.01
Sannois,112.63,93.47,17.01
Courtry,112.63,93.47,17.01
Villerupt,112.63,93.47,17.01
Le Mesnil-le-Roi,112.63,93.47,17.01
La Garde,112.63,93.47,17.01
Saint-Michel-sur-Orge,113.47,94.29,16.9
Le Grand-Quevilly,113.47,94.29,16.9
La Frette-sur-Seine,113.47,94.29,16.9
Évreux,113.47,94.29,16.9
Saint-André,113.47,94.29,16.9
Élancourt,113.47,94.29,16.9
L’Île-Saint-Denis,113.47,94.29,16.9
Sceaux,113.47,94.29,16.9
Souffelweyersheim,113.47,94.29,16.9
Villefranche-sur-Saône,112.82,93.77,16.88
Bully-les-Mines,112.82,93.77,16.88
Les Clayes-sous-Bois,112.82,93.77,16.88
Colombes,112.82,93.77,16.88
Fleury-les-Aubrais,112.82,93.77,16.88
La Salvetat-Saint-Gilles,112.82,93.77,16.88
Moulins,112.82,93.77,16.88
Marly,112.82,93.77,16.88
Bry-sur-Marne,112.82,93.77,16.88
Saint-Cloud,112.69,93.75,16.8
Montrouge,112.69,93.75,16.8
Lucé,112.69,93.75,16.8
Montigny-lès-Cormeilles,112.69,93.75,16.8
Évian-les-Bains,112.69,93.75,16.8
Pont-à-Vendin,112.69,93.75,16.8
Thonon-les-Bains,112.69,93.75,16.8
Thiais,112.69,93.75,16.8
Saint-Étienne,112.69,93.75,16.8
Villecresnes,112.69,93.75,16.8
Bordeaux,112.69,93.75,16.8
Billère,112.69,93.75,16.8
Liévin,112.69,93.75,16.8
Trappes,117.95,98.19,16.75
Coulaines,117.95,98.19,16.75
Maurepas,117.95,98.19,16.75
Pierre-Bénite,112.22,93.45,16.73
Yerres,112.22,93.45,16.73
Sainte-Adresse,112.22,93.45,16.73
Grand-Fort-Philippe,112.22,93.45,16.73
Achères,112.22,93.45,16.73
Dieppe,112.22,93.45,16.73
Caudebec-lès-Elbeuf,112.22,93.45,16.73
Bayeux,112.22,93.45,16.73
Clichy,112.22,93.45,16.73
Sète,112.83,93.99,16.69
Savigny-sur-Orge,112.83,93.99,16.69
Croix,112.83,93.99,16.69
Chalon-sur-Saône,112.83,93.99,16.69
Brunoy,112.83,93.99,16.69
Domont,112.83,93.99,16.69
Leers,112.83,93.99,16.69
Lingolsheim,112.83,93.99,16.69
Montigny-le-Bretonneux,112.83,93.99,16.69
Pantin,112.83,93.99,16.69
Déville-lès-Rouen,112.83,93.99,16.69
Jouy-le-Moutier,112.83,93.99,16.69
Vauréal,112.83,93.99,16.69
Champs-Sur-Marne,112.73,93.99,16.62
Rosendaël,112.73,93.99,16.62
Lisieux,112.73,93.99,16.62
Grigny,112.73,93.99,16.62
Bures-sur-Yvette,112.73,93.99,16.62
Antibes,112.73,93.99,16.62
Wattignies,112.73,93.99,16.62
Méricourt,112.73,93.99,16.62
Pérols,112.73,93.99,16.62
Vigneux-sur-Seine,112.73,93.99,16.62
Beausoleil,112.87,94.17,16.57
Anzin,112.87,94.17,16.57
Fontaines-sur-Saône,112.87,94.17,16.57
Villemoisson-sur-Orge,112.87,94.17,16.57
Torcy,112.87,94.17,16.57
Lambersart,112.87,94.17,16.57
Le Port-Marly,112.87,94.17,16.57
Garges-lès-Gonesse,112.87,94.17,16.57
Maromme,112.87,94.17,16.57
Reims,112.87,94.17,16.57
Lorient,112.87,94.17,16.57
Port-Louis,112.87,94.17,16.57
Darnétal,112.87,94.17,16.57
Puteaux,116.41,97.29,16.43
Pau,116.41,97.29,16.43
Amiens,116.41,97.29,16.43
Harfleur,116.41,97.29,16.43
Castelnau-le-Lez,116.41,97.29,16.43
Charleville-Mézières,116.41,97.29,16.43
Saint-Mammès,116.41,97.29,16.43
Épinay-sous-Sénart,116.41,97.29,16.43
Vitry-le-François,112.86,94.43,16.33
Liancourt,112.86,94.43,16.33
Saint-Julien-en-Genevois,112.86,94.43,16.33
La Celle-Saint-Cloud,112.86,94.43,16.33
Haubourdin,112.86,94.43,16.33
Ambilly,112.86,94.43,16.33
Saint-Cyr-l’École,112.86,94.43,16.33
Villejuif,112.86,94.43,16.33
Combs-la-Ville,111.47,93.43,16.18
Saint-Herblain,111.47,93.43,16.18
Limoges,111.47,93.43,16.18
Montaigu,111.47,93.43,16.18
Montfermeil,111.47,93.43,16.18
Pont-de-Chéruy,111.47,93.43,16.18
Besançon,111.47,93.43,16.18
Ostwald,111.47,93.43,16.18
Montigny-en-Gohelle,111.47,93.43,16.18
Fontenay-le-Fleury,111.47,93.43,16.18
Noisy-le-Grand,116.88,98.06,16.1
Versailles,116.88,98.06,16.1
Beuvrages,112.7,94.63,16.03
Paimbœuf,112.7,94.63,16.03
Saint-Nazaire,112.7,94.63,16.03
Maxéville,112.7,94.63,16.03
Orsay,112.7,94.63,16.03
Vaires-sur-Marne,112.7,94.63,16.03
Vanves,112.7,94.63,16.03
Bergues,112.45,94.49,15.97
Bezons,112.45,94.49,15.97
Saint-Ouen-l’Aumône,112.45,94.49,15.97
Chamalières,112.45,94.49,15.97
Le Pont-de-Claix,112.45,94.49,15.97
Grenay,112.45,94.49,15.97
Saint-Brice-sous-Forêt,112.45,94.49,15.97
Andrésy,112.45,94.49,15.97
Douai,116.91,98.26,15.96
Lourches,116.91,98.26,15.96
Thorigny-sur-Marne,111.92,94.09,15.92
Saint-Jean-de-la-Ruelle,111.92,94.09,15.92
Vernouillet,111.92,94.09,15.92
Bougival,111.92,94.09,15.92
Roanne,111.92,94.09,15.92
Persan,111.92,94.09,15.92
Saint-Aubin-lès-Elbeuf,111.92,94.09,15.92
Toulon,111.92,94.09,15.92
Terville,116.18,97.72,15.89
Palavas-les-Flots,116.18,97.72,15.89
Ormesson-sur-Marne,116.18,97.72,15.89
Stains,112.85,95.02,15.81
Creil,112.85,95.02,15.81
Gentilly,112.85,95.02,15.81
Le Raincy,112.85,95.02,15.81
Petite-Synthe,112.28,94.6,15.74
Oullins,112.28,94.6,15.74
Morangis,112.28,94.6,15.74
Montereau-faut-Yonne,112.28,94.6,15.74
Saint-Brieuc,112.28,94.6,15.74
Décines-Charpieu,112.28,94.6,15.74
Audincourt,112.28,94.6,15.74
Saint-Mandé,112.28,94.6,15.74
Le Perreux-Sur-Marne,114.71,96.79,15.62
Épinay-sur-Orge,114.71,96.79,15.62
Gagny,114.71,96.79,15.62
Villeneuve-Saint-Georges,114.71,96.79,15.62
Neauphle-le-Château,114.47,96.79,15.45
Arcachon,114.47,96.79,15.45
Bassens,114.47,96.79,15.45
Limeil-Brévannes,114.47,96.79,15.45
Vichy,114.47,96.79,15.45
L’Isle-d’Abeau,112.13,95.86,14.51
Rosny-sous-Bois,112.13,95.86,14.51
Le Portel,112.13,95.86,14.51
Saint-Étienne-du-Rouvray,112.13,95.86,14.51
Heillecourt,112.13,95.86,14.51
Leuville-sur-Orge,112.13,95.86,14.51
Tours,112.13,95.86,14.51
Vaulx-en-Velin,112.13,95.86,14.51
Cannes,112.13,95.86,14.51
Bayonne,112.13,95.86,14.51
Beaulieu-sur-Mer,112.13,95.86,14.51
Vénissieux,112.13,95.86,14.51
