Point Départ,KNN,TWO_OPT,Amélioration (%)
Coudekerque-Branche,116.83,94.91,18.76
Crégy-lès-Meaux,116.83,94.91,18.76
Octeville,116.82,94.91,18.75
Neauphle-le-Château,116.82,94.91,18.75
Saint-Maur-des-Fossés,116.82,94.91,18.75
Sceaux,114.48,93.03,18.74
Nancy,114.48,93.03,18.74
Valras-Plage,114.48,93.03,18.74
Le Plessis-Robinson,114.48,93.03,18.74
Saint-Alban,114.71,93.26,18.7
Harfleur,114.71,93.26,18.7
Ézanville,114.71,93.26,18.7
Fontenay-sous-Bois,114.71,93.26,18.7
Bois-Guillaume,114.71,93.26,18.7
Béthune,114.71,93.26,18.7
Romainville,114.71,93.26,18.7
Lingolsheim,114.71,93.26,18.7
Beaulieu-sur-Mer,114.71,93.26,18.7
Le Raincy,114.71,93.26,18.7
Petite-Synthe,114.71,93.26,18.7
L’Isle-d’Abeau,114.71,93.26,18.7
Verrières-le-Buisson,117.67,95.74,18.64
Bron,116.54,94.85,18.61
Clermont,116.54,94.85,18.61
Tours,116.54,94.85,18.61
Poitiers,116.54,94.85,18.61
Chanteloup-les-Vignes,116.54,94.85,18.61
Hem,116.54,94.85,18.61
Marseille,116.54,94.85,18.61
Villeparisis,118.38,96.36,18.6
Orly,116.6,94.93,18.59
Châlons-en-Champagne,116.6,94.93,18.59
Champagne-au-Mont-d’Or,112.87,91.91,18.58
Argenteuil,116.59,94.93,18.58
Égly,116.59,94.93,18.58
Villeneuve-le-Roi,112.87,91.91,18.58
Tourcoing,112.87,91.91,18.58
La Courneuve,116.59,94.93,18.58
Clamart,116.59,94.93,18.58
Arcueil,116.49,94.85,18.58
Évreux,116.49,94.85,18.58
Billère,112.87,91.91,18.58
Garges-lès-Gonesse,112.87,91.91,18.58
Chaville,116.59,94.93,18.58
Bayonne,116.59,94.93,18.58
Illzach,116.49,94.85,18.58
Fontaine,116.68,95.01,18.57
Les Mureaux,116.68,95.01,18.57
Saint-Herblain,116.68,95.01,18.57
Heillecourt,116.68,95.01,18.57
Port-Louis,118.19,96.29,18.53
Craponne,117.94,96.13,18.49
Courbevoic,114.45,93.34,18.44
Savigny-sur-Orge,114.45,93.34,18.44
Le Mée-sur-Seine,114.45,93.34,18.44
Stiring-Wendel,114.45,93.34,18.44
Châteauroux,114.45,93.34,18.44
Puteaux,114.45,93.34,18.44
Le Petit-Quevilly,114.45,93.34,18.44
Juvisy-sur-Orge,116.19,94.84,18.37
Rive-de-Gier,116.19,94.84,18.37
Le Crès,116.19,94.84,18.37
Saint-André-de-la-Roche,116.2,94.87,18.35
Antony,116.2,94.87,18.35
Montigny-le-Bretonneux,116.2,94.87,18.35
Villiers-sur-Orge,116.2,94.87,18.35
Fleury-Mérogis,114.84,93.82,18.31
Lucé,114.84,93.82,18.31
Cap-d’Ail,114.84,93.82,18.31
Pérols,114.84,93.82,18.31
Saint-Michel-sur-Orge,114.84,93.82,18.31
Éragny,114.84,93.82,18.31
Neuves-Maisons,114.84,93.82,18.31
Essey-lès-Nancy,117.56,96.09,18.26
Vincennes,117.56,96.09,18.26
Beauzelle,114.89,93.99,18.19
Carrières-sur-Seine,114.89,93.99,18.19
Brest,114.89,93.99,18.19
Aniche,114.89,93.99,18.19
Gagny,114.89,93.99,18.19
Eysines,114.89,93.99,18.19
Andrésy,114.89,93.99,18.19
Igny,114.89,93.99,18.19
Roissy-en-Brie,112.31,91.89,18.18
Montmorency,112.31,91.89,18.18
Épinay-sous-Sénart,112.31,91.89,18.18
Saint-Martin-d’Hères,112.31,91.89,18.18
Auray,112.31,91.89,18.18
Saint-Étienne,112.31,91.89,18.18
Saint-André,118.24,96.77,18.16
Meyzieu,118.24,96.77,18.16
Chambéry,118.24,96.77,18.16
Chennevières-sur-Marne,117.81,96.42,18.15
Les Lilas,117.81,96.42,18.15
Versailles,117.77,96.41,18.13
La Rochelle,117.77,96.41,18.13
Yvetot,117.77,96.41,18.13
Saint-Nicolas,117.77,96.41,18.13
Cugnaux,116.86,95.68,18.12
Saint-Cloud,116.86,95.68,18.12
Saint-Denis,116.86,95.68,18.12
Sarcelles,116.86,95.68,18.12
Maisons-Laffitte,117.94,96.63,18.07
La Madeleine,117.94,96.63,18.07
Groslay,116.8,95.76,18.02
Beaumont,116.8,95.76,18.02
Sartrouville,116.8,95.76,18.02
Hendaye,116.8,95.76,18.02
Longueau,116.84,95.81,18.0
Loison-sous-Lens,112.83,92.52,18.0
Le Portel,116.84,95.81,18.0
Cergy,116.84,95.81,18.0
Biarritz,116.91,95.87,18.0
L’Arbresle,112.83,92.52,18.0
Beuvrages,112.83,92.52,18.0
Mérignac,116.91,95.87,18.0
Maxéville,112.83,92.52,18.0
Montpellier,116.84,95.81,18.0
Brunoy,116.84,95.81,18.0
Nantes,112.83,92.52,18.0
Le Vésinet,116.91,95.87,18.0
Alès,112.83,92.52,18.0
Cambrai,116.84,95.81,18.0
Boissy-Saint-Léger,116.84,95.81,18.0
Quincy-sous-Sénart,112.83,92.52,18.0
Pérenchies,116.91,95.87,18.0
Anglet,112.83,92.52,18.0
Liévin,116.91,95.87,18.0
Maromme,112.83,92.52,18.0
Méricourt,116.84,95.81,18.0
Maurepas,118.07,96.83,17.99
Noyelles-sous-Lens,118.08,96.83,17.99
Montesson,118.08,96.83,17.99
Leers,113.35,93.0,17.95
Bobigny,113.35,93.0,17.95
Chelles,113.35,93.0,17.95
Nogent-sur-Oise,113.35,93.0,17.95
La Salvetat-Saint-Gilles,116.77,95.81,17.95
Le Mesnil-Esnard,116.77,95.81,17.95
Saint-Laurent-du-Var,113.35,93.0,17.95
Thorigny-sur-Marne,116.77,95.81,17.95
Bezons,113.35,93.0,17.95
Pierrefitte-sur-Seine,113.35,93.0,17.95
Vitry-le-François,116.77,95.81,17.95
Enghien-les-Bains,113.35,93.0,17.95
Gentilly,113.35,93.0,17.95
Douai,116.77,95.81,17.95
L’Haÿ-les-Roses,116.77,95.81,17.95
Mareil-Marly,116.77,95.81,17.95
Toulouse,116.38,95.52,17.92
Neuilly-sur-Marne,116.38,95.52,17.92
Ferney-Voltaire,116.38,95.52,17.92
Cherbourg,116.38,95.52,17.92
Saint-Nazaire,116.38,95.52,17.92
Nevers,114.84,94.28,17.91
Lys-lès-Lannoy,114.84,94.28,17.91
Échirolles,114.84,94.28,17.91
Villemoisson-sur-Orge,114.84,94.28,17.91
Morsang-sur-Orge,114.84,94.28,17.91
Cormeilles-en-Parisis,114.84,94.28,17.91
Saint-Germain-lès-Corbeil,114.84,94.28,17.91
Savigny-le-Temple,116.18,95.39,17.89
Ostwald,116.18,95.39,17.89
Marcq-en-Baroeul,116.18,95.39,17.89
Belfort,116.18,95.39,17.89
Sainte-Adresse,116.18,95.39,17.89
Saint-Gratien,116.31,95.52,17.87
Le Cannet,116.31,95.52,17.87
Lyon,116.31,95.52,17.87
Sainte-Geneviève-des-Bois,116.31,95.52,17.87
Saint-Aubin-lès-Elbeuf,116.31,95.52,17.87
Dammarie-lè-Lys,116.31,95.52,17.87
Les Pavillons-sous-Bois,117.78,96.73,17.87
Saint-Jean-de-Braye,117.78,96.73,17.87
Orléans,116.31,95.52,17.87
Dieppe,118.62,97.43,17.86
Bellevue,115.92,95.31,17.79
Bergues,115.92,95.31,17.79
Pierre-Bénite,115.92,95.31,17.79
Audincourt,115.92,95.31,17.79
Villemomble,115.92,95.31,17.79
Antibes,118.35,97.39,17.71
Fâches-Thumesnil,114.62,94.38,17.66
Besançon,114.62,94.38,17.66
Valenton,114.62,94.38,17.66
Maisons-Alfort,114.62,94.38,17.66
Serris,114.62,94.38,17.66
Ambilly,114.62,94.38,17.66
Aubervilliers,114.62,94.38,17.66
Hellemmes-Lille,112.86,93.05,17.55
Kingersheim,114.47,94.38,17.55
Bischheim,112.86,93.05,17.55
Roanne,114.47,94.38,17.55
Gennevilliers,112.86,93.05,17.55
Évian-les-Bains,114.47,94.38,17.55
Saint-Ouen,114.47,94.38,17.55
Épinay-sur-Seine,112.86,93.05,17.55
La Penne-sur-Huveaune,112.86,93.05,17.55
Gournay-sur-Marne,114.47,94.38,17.55
Hérouville-Saint-Clair,114.47,94.38,17.55
Armentières,114.47,94.38,17.55
Villers-lès-Nancy,112.86,93.05,17.55
Le Pecq,114.47,94.38,17.55
Toufflers,114.47,94.38,17.55
Perpignan,114.47,94.38,17.55
Courcelles-les-Lens,112.86,93.05,17.55
Bouffémont,112.86,93.05,17.55
Lambersart,112.86,93.05,17.55
Meythet,114.4,94.38,17.5
Bayeux,114.4,94.38,17.5
Tinqueux,114.4,94.38,17.5
Cognin,114.4,94.38,17.5
Rodez,114.4,94.38,17.5
Neuville-lès-Dieppe,114.4,94.38,17.5
Croissy-sur-Seine,113.28,93.75,17.24
Dinan,113.28,93.75,17.24
Saint-André-les-Vergers,113.28,93.75,17.24
Hagondange,113.28,93.75,17.24
Montluçon,113.28,93.75,17.24
Metz,113.28,93.75,17.24
Clermont-Ferrand,113.28,93.75,17.24
Tassin-la-Demi-Lune,113.28,93.75,17.24
Colombes,113.28,93.75,17.24
Talant,116.41,96.57,17.04
Carbon-Blanc,116.41,96.57,17.04
Villeneuve-Tolosane,116.41,96.57,17.04
Le Pontet,112.63,93.47,17.01
Jœuf,112.63,93.47,17.01
Blagnac,112.63,93.47,17.01
Halluin,112.63,93.47,17.01
Cannes,112.63,93.47,17.01
Dugny,112.63,93.47,17.01
Mouvaux,112.63,93.47,17.01
Saint-Pol-sur-Mer,113.47,94.29,16.9
Ablon-sur-Seine,113.47,94.29,16.9
Mulhouse,113.47,94.29,16.9
Sucy-en-Brie,113.47,94.29,16.9
Choisy-le-Roi,113.47,94.29,16.9
Éleu-dit-Leauwette,113.47,94.29,16.9
Bondoufle,113.47,94.29,16.9
Saint-Égrève,113.47,94.29,16.9
Angers,112.82,93.77,16.88
Vigneux-sur-Seine,112.82,93.77,16.88
Rillieux-la-Pape,112.82,93.77,16.88
Mantes-la-Ville,112.82,93.77,16.88
Marly,112.69,93.75,16.8
Le Perreux-Sur-Marne,112.69,93.75,16.8
Élancourt,112.69,93.75,16.8
Meudon,112.69,93.75,16.8
Fresnes,112.69,93.75,16.8
Sannois,112.22,93.45,16.73
Issy-les-Moulineaux,112.22,93.45,16.73
Montigny-en-Gohelle,112.22,93.45,16.73
Beauvais,112.22,93.45,16.73
Esbly,112.22,93.45,16.73
Pfastatt,112.22,93.45,16.73
Marquette-lès-Lille,112.22,93.45,16.73
Le Ban-Saint-Martin,112.22,93.45,16.73
Montrouge,112.22,93.45,16.73
La Celle-Saint-Cloud,112.22,93.45,16.73
Décines-Charpieu,112.22,93.45,16.73
Viroflay,112.83,93.99,16.69
Le Pré-Saint-Gervais,112.83,93.99,16.69
Noisy-le-Grand,112.83,93.99,16.69
La Montagne,112.83,93.99,16.69
La Ville-du-Bois,112.83,93.99,16.69
Nice,112.83,93.99,16.69
Paimbœuf,112.83,93.99,16.69
Pont-à-Vendin,112.83,93.99,16.69
Fouquières-lès-Lens,112.83,93.99,16.69
Grand-Fort-Philippe,112.83,93.99,16.69
Neuilly-sur-Seine,112.73,93.99,16.62
Troyes,112.73,93.99,16.62
Villefontaine,112.73,93.99,16.62
Ronchin,112.73,93.99,16.62
Terville,112.73,93.99,16.62
Courcouronnes,112.73,93.99,16.62
Arnouville-lès-Gonesse,112.73,93.99,16.62
Saint-Genis-Pouilly,112.73,93.99,16.62
Bourg-en-Bresse,112.73,93.99,16.62
Amiens,112.73,93.99,16.62
Saint-Quentin,112.87,94.17,16.57
Montigny-lès-Cormeilles,112.87,94.17,16.57
Gaillard,112.87,94.17,16.57
Draveil,116.41,97.29,16.43
Bonsecours,116.41,97.29,16.43
Courtry,116.41,97.29,16.43
Toulon,116.41,97.29,16.43
Sallaumines,116.41,97.29,16.43
Nîmes,112.86,94.43,16.33
Saint-Brice-sous-Forêt,112.86,94.43,16.33
Joinville-le-Pont,112.86,94.43,16.33
Les Sables-d’Olonne,112.86,94.43,16.33
Neuilly-Plaisance,112.86,94.43,16.33
Avranches,112.86,94.43,16.33
Eaubonne,112.86,94.43,16.33
Montreuil,112.86,94.43,16.33
Boucau,112.86,94.43,16.33
Darnétal,112.86,94.43,16.33
Massy,111.47,93.43,16.18
Terrenoire,111.47,93.43,16.18
Le Relecq-Kerhuon,111.47,93.43,16.18
Le Chesnay,111.47,93.43,16.18
Bondy,111.47,93.43,16.18
Neuville-Saint-Rémy,111.47,93.43,16.18
Lognes,111.47,93.43,16.18
Talence,111.47,93.43,16.18
Nilvange,111.47,93.43,16.18
Longeville-lès-Metz,111.47,93.43,16.18
Vesoul,111.47,93.43,16.18
Domont,111.47,93.43,16.18
Noisiel,111.47,93.43,16.18
Saint-Priest,116.88,98.06,16.1
Coulaines,116.88,98.06,16.1
Soisy-sous-Montmorency,116.88,98.06,16.1
Le Pont-de-Claix,116.88,98.06,16.1
Oignies,116.88,98.06,16.1
Sevran,116.88,98.06,16.1
Longwy,112.7,94.63,16.03
Franconville,112.7,94.63,16.03
Cran-Gévrier,112.7,94.63,16.03
Vénissieux,112.7,94.63,16.03
Chenôve,112.7,94.63,16.03
Périgueux,112.7,94.63,16.03
Saint-Mammès,112.45,94.49,15.97
Fontenay-aux-Roses,112.45,94.49,15.97
Bussy-Saint-Georges,112.45,94.49,15.97
Valence,112.45,94.49,15.97
Saint-Max,112.45,94.49,15.97
Auchel,112.45,94.49,15.97
La Garde,112.45,94.49,15.97
Angoulême,112.45,94.49,15.97
Limay,112.45,94.49,15.97
Roubaix,112.45,94.49,15.97
Vitry-sur-Seine,116.91,98.26,15.96
Torcy,116.91,98.26,15.96
Montaigu,116.91,98.26,15.96
Castelnau-le-Lez,111.92,94.09,15.92
Le Port-Marly,111.92,94.09,15.92
Ermont,111.92,94.09,15.92
Jarville-la-Malgrange,111.92,94.09,15.92
Aix-les-Bains,111.92,94.09,15.92
Saint-Jean-de-la-Ruelle,111.92,94.09,15.92
Poissy,111.92,94.09,15.92
Villepinte,111.92,94.09,15.92
Outreau,111.92,94.09,15.92
Houilles,111.92,94.09,15.92
Taverny,111.92,94.09,15.92
Boussy-Saint-Antoine,116.18,97.72,15.89
La Seyne-sur-Mer,116.18,97.72,15.89
Avon,116.18,97.72,15.89
Montévrain,116.18,97.72,15.89
Tarbes,112.85,95.02,15.81
Castanet-Tolosan,112.85,95.02,15.81
Dijon,112.85,95.02,15.81
Orsay,112.85,95.02,15.81
Jouy-le-Moutier,112.85,95.02,15.81
Rosendaël,112.85,95.02,15.81
Pont-de-Chéruy,112.85,95.02,15.81
Vaujours,112.85,95.02,15.81
Oullins,112.85,95.02,15.81
Arcachon,112.85,95.02,15.81
Voisins-le-Bretonneux,112.85,95.02,15.81
Reims,112.28,94.6,15.74
Villiers-sur-Marne,112.28,94.6,15.74
Carnoux-en-Provence,112.28,94.6,15.74
Vallauris,112.28,94.6,15.74
Pessac,112.28,94.6,15.74
Montargis,112.28,94.6,15.74
Grigny,112.28,94.6,15.74
Montbéliard,112.28,94.6,15.74
Achères,114.71,96.79,15.62
Montlhéry,114.71,96.79,15.62
Fosses,114.71,96.79,15.62
Rosny-sous-Bois,114.71,96.79,15.62
Pontoise,114.71,96.79,15.62
Clichy-sous-Bois,114.71,96.79,15.62
Créteil,114.71,96.79,15.62
La Valette-du-Var,114.47,96.79,15.45
Vichy,114.47,96.79,15.45
Montfermeil,114.47,96.79,15.45
Cachan,112.13,95.86,14.51
Goussainville,112.13,95.86,14.51
Menton,112.13,95.86,14.51
Anzin,112.13,95.86,14.51
Bry-sur-Marne,112.13,95.86,14.51
Châtillon,112.13,95.86,14.51
Colomiers,112.13,95.86,14.51
Bagnolet,112.13,95.86,14.51
Trappes,112.13,95.86,14.51
Vannes,112.13,95.86,14.51
Mons-en-Baroeul,112.13,95.86,14.51
Bures-sur-Yvette,112.13,95.86,14.51
Charenton-le-Pont,112.13,95.86,14.51
Suresnes,112.13,95.86,14.51
Vernouillet,112.13,95.86,14.51
Soissons,112.13,95.86,14.51
